     4980     5100     5520     6140     6460     6570     6400     6230     6090     5970     5830     5750     5920   1904
     5380     5070     5210     5470     5920     6230     6310     6200     6120     6030     5800     5920     5810   1905
     5780     5490     5440     5640     5860     5950     5950     5890     5750     5780     5860     5970     5780   1906
     6170     5830     5780     5970     6200     6310     6430     6170     6120     6060     6030     6060     6100   1907
     6090     5720     5950     6340     6570     6480     6340     6230     5970     5690     5690     5640     6060   1908
     5240     5270     5470     5610     6200     6260     6200     5970     5750     5580     5440     5720     5730   1909
     5150     4930     5350     5550     6000     5950     5800     5640     5440     5580     5520     5350     5530   1910
     5100     4870     5040     5150     5550     5520     5410     5240     5130     5240     5550     5440     5270   1911
     5270     4870     4980     5640     5970     5950     5780     5830     5860     5750     5860     5800     5630   1912
     5780     5920     5860     6710     6820     6680     6480     6200     5860     5780     5920     5860     6160   1913
     5610     5410     5210     5640     6140     6170     5950     5800     5690     5550     5610     5320     5680   1914
     4980     4980     5180     5070     5350     5410     5490     5660     5640     5640     5610     5410     5370   1915
     5610     5610     5440     5800     6200     6340     6200     6000     5830     5690     5580     5580     5820   1916
     5380     5100     5380     5800     6230     6540     6650     6510     6290     6290     6260     6140     6050   1917
     5520     5270     5690     5550     5720     5830     5780     5720     5800     5690     5860     5690     5680   1918
     5860     5640     5780     6090     6540     6510     6260     6170     5970     5780     5860     5660     6010   1919
     5040     4670     4840     5150     5660     5750     5780     5720     5660     5610     5610     5800     5440   1920
     5520     5320     5520     5860     6120     6000     5920     5640     5580     5380     5270     5660     5650   1921
     5270     4900     5010     5750     5920     5970     5780     5660     5550     5440     5350     5130     5480   1922
     4930     4730     4930     5130     5410     5520     5300     5210     5070     4980     4930     5210     5120   1923
     5470     4900     4980     5270     5690     5660     5660     5490     5380     5350     5300     5180     5360   1924
     4590     4500     4840     4930     5130     5040     4930     4840     4790     4810     4930     4900     4850   1925
     4150     3990     4400     4760     4740     5110     4950     4900     4950     5350     5570     5270     4850   1926
     4920     4840     4940     5220     5510     5610     5510     5390     5270     5110     5140     5740     5270   1927
     5470     5100     5160     5270     5490     5830     5900     5740     5600     5500     5610     5670     5530   1928
     5460     5360     5810     6420     7040     6910     6820     6550     6280     6090     6340     6110     6270   1929
     6300     6090     6410     6210     6680     6640     6380     6040     5940     5710     5620     5500     6130   1930
     5250     4950     4810     5060     5200     5180     5170     5080     5000     4900     4890     4930     5040   1931
     5380     5480     5230     5250     5400     5370     5300     5090     4890     4790     4720     4820     5140   1932
     4940     4660     4590     4850     5520     5500     5180     4980     4820     4710     4610     4500     4910   1933
     4420     4020     4130     4480     4530     4470     4360     4370     4340     4320     4190     4290     4330   1934
     4200     4080     4270     4380     4640     4730     4660     4750     4590     4470     4410     4420     4470   1935
     4020     3320     4450     4860     4880     4970     4800     4650     4550     4670     4750     4500     4540   1936
     5000     5240     5050     5290     5650     5690     5850     5620     5350     5120     5070     4920     5320   1937
     4480     4590     5060     5470     5560     5510     5460     5570     5330     5160     5210     5190     5220   1938
     4850     4740     5070     5240     5600     5670     5520     5520     5280     5230     5060     5170     5250   1939
     4620     4530     4750     5260     5370     5640     5520     5280     5350     5140     5270     5300     5170   1940
     5260     5140     5000     5080     5140     5120     5080     5000     4920     4830     5010     4850     5040   1941
     4570     4560     4950     5340     5610     5680     5620     5630     5570     5460     5600     5630     5360   1942
     5250     5440     5540     5580     6290     6730     6570     6480     6250     5950     6010     5900     6000   1943
     5400     5310     5430     5810     6190     6260     6050     5850     5750     5570     5420     5530     5720   1944
     4990     5110     5640     5900     6180     6220     6180     6150     6010     6360     6120     6070     5920   1945
     5870     5530     5750     5910     5910     6130     6050     5990     5700     5550     5630     5600     5800   1946
     5370     5060     5330     5290     6300     6900     6620     6350     6270     5900     5950     5930     5940   1947
     5520     5490     5870     6320     6580     6480     6290     6130     5840     5660     5720     5590     5960   1948
     5710     5780     5740     5810     5790     5640     5540     5410     5390     5140     5110     5120     5510   1949
     5580     5680     5740     5980     6210     6130     5860     5660     5590     5530     5670     5880     5790   1950
     5830     5710     5880     6470     6580     6470     6290     6110     6000     5890     6020     6170     6120   1951
     6490     6610     6790     7040     7130     6860     6610     6510     6470     6220     6030     6100     6570   1952
     6060     6260     6290     6360     6390     6350     6280     6250     6120     5810     5810     6060     6170   1953
     5590     5540     5990     6370     6510     6270     6040     6080     5970     6240     6340     6340     6110   1954
     6450     6160     6580     6760     6730     6460     6180     6120     5860     5940     6070     5800     6260   1955
     5260     5170     5450     5790     6300     6180     6020     6080     6050     5630     5640     5520     5760   1956
     5460     5280     5350     5850     5930     5880     6010     5710     5630     5320     5500     5480     5620   1957
     5400     5000     5090     5160     5180     5180     5260     5250     5190     5030     5080     4880     5140   1958
     4710     4860     5220     5400     5600     5580     5310     5130     4950     5060     5220     5210     5190   1959
     5510     5450     5280     5570     5930     6030     5940     5740     5670     5530     5640     5480     5650   1960
     5120     5180     5460     5920     6390     6250     6010     5880     5820     5520     5380     5460     5700   1961
     5000     4850     5270     5390     5530     5310     5190     5130     5050     5070     4860     5180     5150   1962
     4710     4440     4990     5090     5280     5270     5010     4900     4550     4440     4580     4630     4830   1963
     3960     3980     4620     4920     5190     5060     4800     4700     4590     4490     4330     4270     4580   1964
     4360     4570     4820     4910     5110     5200     4990     4840     4810     4940     4980     4920     4870   1965
     4980     5060     5250     5290     5630     5570     5440     5370     5180     5050     4960     5430     5270   1966
     5380     5260     5200     5680     5850     5600     5590     5490     5330     5500     5640     5630     5510   1967
     5470     6100     5820     5950     6000     6070     6050     5890     5800     5720     5600     5920     5860   1968
     5670     5920     5900     6140     6710     6710     6610     6520     6290     6160     6050     6010     6230   1969
     5590     5660     5720     6040     6200     6150     6150     5950     5970     5850     6000     6050     5940   1970
     6020     5850     6140     6140     6140     6400     6080     5980     5930     5880     5860     5970     6030   1971
     6120     5850     6260     6360     6660     6700     6670     6530     6410     6490     6670     7000     6480   1972
     6970     6700     7190     7540     7460     7430     7330     7030     6740     6570     6630     6580     7020   1973
     6590     6750     7150     7550     7560     7300     7080     6750     6580     6360     6410     6520     6890   1974
     6770     6680     6760     7100     6960     6980     6830     6620     6770     6580     6550     6480     6760   1975
     6330     6500     7170     7350     7280     7010     6980     6690     6640     6420     6360     5890     6720   1976
     5550     5440     5780     6130     6490     6320     6200     6230     6270     6180     6110     6450     6100   1977
     5920     5930     6150     6660     6700     6770     6280     6220     5950     5980     5750     5960     6190   1978
     5690     5590     5950     6400     6620     6630     6430     6520     6390     6490     6350     6500     6300   1979
     6530     6200     6420     6900     6920     6890     6750     6790     6710     6500     6130     6100     6570   1980
     5730     5840     6050     6090     6390     6600     6430     6420     6500     6390     6380     6280     6260   1981
     6220     5920     6450     6600     6560     6760     6330     6250     5990     5880     6170     6350     6290   1982
     6360     6150     6230     6530     6810     6510     6610     6720     6480     6240     6330     6680     6470   1983
     6020     6220     6540     6760     6680     6630     6560     6480     6380     6230     6320     6360     6430   1984
     6240     5720     6840     7460     7390     7270     6880     6660     6550     6490     6820     7410     6820   1985
     6420     6690     7320     7300     7500     7610     7510     7190     6880     7220     7030     7330     7170   1986
     7240     6900     6880     7190     6980     6830     6900     6640     6550     6380     6140     6370     6750   1987
     6140     6100     6140     6220     6280     6040     5740     5880     5610     5630     5680     5700     5930   1988
     5700     5520     5380     5960     6100     6370     6100     6090     5820     5660     5880     5390     5830   1989
     5540     5790     6020     6290     6320     6180     5900     5940     6060     6040     5950     6130     6010   1990
