Rain Flow
1.68 13.895
1.28 14.137
1.2 14.666
0.8 14.773
0.48 14.701
0.2 13.86
0 12.623
0 11.796
0.04 10.974
0 10.104
0 9.685
0.24 9.064
0.64 8.673
0.08 8.317
0 7.898
0.12 7.633
0.16 7.259
0 7.076
0 6.896
0 6.61
0 6.395
0 6.184
0.04 5.998
0 5.775
0 5.617
0 5.499
0 5.289
0 5.157
0.04 5.064
0.08 5.009
0.04 4.828
0 4.722
0 4.634
0 4.547
0 4.411
0 4.327
0 4.227
0.12 4.161
0.08 4.064
0.04 4.016
0.24 3.968
0.2 3.968
0.2 3.937
0 3.89
0 3.843
0.12 3.781
0 3.705
0.2 3.629
0 3.584
0 3.54
0 3.481
0 3.438
0 3.409
0 3.38
0 3.28
0 3.238
0 3.197
0 3.155
0 3.128
0 3.087
0 3.073
0 3.046
0 3.02
0 2.966
0 2.94
0 2.901
0 2.875
0 2.85
0 2.819
0 2.772
0 2.726
0 2.711
0 2.666
0 2.606
0 2.577
0.04 2.533
0 2.49
0.04 2.462
0.05 2.433
0 2.405
0.05 2.378
0.15 2.364
0.1 2.35
0 2.35
0.05 2.336
0 2.323
0 2.282
0.05 2.255
0 2.229
0 2.202
0 2.176
0 2.15
0 2.137
0 2.111
0 2.099
0 2.073
0 2.048
0 2.036
0 2.023
0 2.011
0 1.999
0.05 1.986
0 1.926
0 1.914
0 1.89
0 1.878
0 1.867
0 1.843
0 1.832
0 1.82
0 1.797
0 1.786
0 1.774
0 1.763
0 1.752
0 1.73
0 1.73
0 1.718
0 1.696
0 1.685
0 1.674
0 1.664
0 1.642
0 1.631
0 1.621
0 1.61
0.05 1.599
0.05 1.589
0 1.589
0 1.578
0.05 1.568
0 1.568
0.05 1.558
0 1.547
0 1.537
0 1.527
0 1.517
0 1.506
0 1.496
0 1.486
0 1.486
0 1.476
0 1.466
0 1.466
0 1.456
0 1.447
0 1.427
0 1.417
0 1.408
0 1.398
0 1.388
0 1.388
0 1.379
0 1.369
0.05 1.369
0 1.36
0 1.35
0 1.341
0 1.341
0 1.332
0 1.322
0 1.322
0 1.313
0 1.304
0 1.304
0 1.295
0 1.286
0 1.286
0 1.277
0 1.268
0 1.268
0 1.259
0.05 1.259
0 1.25
0 1.25
0.05 1.241
0.05 1.232
0.05 1.232
0 1.223
0.05 1.223
0 1.223
0 1.215
0 1.215
0.05 1.206
0 1.189
0 1.171
0 1.163
0 1.155
0 1.146
0 1.146
0 1.138
0 1.129
0 1.129
0 1.121
0 1.113
0 1.105
0 1.105
0 1.097
0 1.088
0 1.088
0 1.08
0 1.072
0 1.064
0 1.056
0 1.048
0 1.048
0 1.041
0 1.033
0 1.033
0 1.033
0 1.033
0 1.025
0 1.025
0 1.025
0 1.017
0 1.017
0 1.017
0 1.01
0 1.01
0 0.871
0 1.002
0 0.994
0 0.994
0.05 0.987
0 0.964
0 0.957
0.05 0.957
0.08 0.957
0 0.949
0 0.949
0 0.949
0 0.942
0 0.942
0 0.935
0 0.935
0 0.927
0 0.92
0 0.92
0 0.913
0 0.913
0 0.906
0 0.899
0 0.899
0 0.892
0 0.885
0 0.885
0 0.878
0 0.871
0 0.871
0 0.864
0 0.864
0 0.857
0 0.857
0 0.857
0 0.85
0 0.85
0 0.843
0 0.843
0 0.843
0 0.843
0 0.836
0 0.836
0 0.836
0 0.83
0 0.83
0 0.823
0 0.823
0 0.823
0 0.816
0 0.816
0 0.81
0.04 0.81
0 0.81
0 0.81
0.04 0.81
0 0.81
0 0.81
0 0.81
0 0.803
0 0.803
0 0.803
0 0.803
0 0.797
0 0.797
0 0.797
0 0.797
0 0.79
0 0.79
0.04 0.79
0.04 0.79
0.2 0.797
0.32 0.803
0.4 0.823
0.6 0.836
0.6 0.864
0.72 0.906
0.6 0.949
0.6 0.987
0.36 1.056
0.52 1.121
0.48 1.189
0.36 1.268
0.44 1.322
0.12 1.369
0.28 1.398
0.04 1.398
0.08 1.398
0.04 1.388
0.12 1.369
0.08 1.341
0.08 1.322
0.08 1.304
0.08 1.286
0.08 1.277
0.12 1.268
0.12 1.259
0.12 1.241
0.08 1.232
0.08 1.223
0.04 1.215
0.08 1.215
0.12 1.215
0.08 1.215
0.16 1.215
0.12 1.223
0.04 1.241
0.12 1.259
0.16 1.277
0.36 1.304
1.48 1.379
2.12 1.517
2.04 1.797
0.6 2.163
0.52 2.666
0.04 3.073
0.04 3.128
0.04 3.06
0 2.953
0.08 2.834
0.48 2.696
0.36 2.504
0.04 2.378
0 2.323
0 2.229
0 2.15
0.04 2.086
0 2.023
0 1.938
0 1.89
0 1.855
0 1.82
0 1.786
0.2 1.763
1.16 1.741
0.48 1.752
0.24 1.774
0.08 1.797
0 1.855
0.04 1.878
0.12 1.89
0.24 1.89
0.04 1.878
0 1.855
0 1.843
0.04 1.82
0.04 1.809
0.64 1.797
1.52 1.832
0.68 1.902
0.12 1.999
0.28 2.215
0.68 2.364
0.8 2.462
0.12 2.577
0 2.651
0.04 2.696
0 2.681
0 2.592
0 2.533
0.88 2.462
0.12 2.433
0.84 2.419
0.76 2.433
0.48 2.533
0.52 2.666
0.36 2.862
0.32 3.02
0.56 3.155
0.12 3.252
0.28 3.28
0.24 3.28
0.04 3.266
0.16 3.238
0.32 3.21
0.24 3.169
0.36 3.141
0.16 3.114
0.2 3.1
0.24 3.1
0.04 3.087
0 3.073
0.04 3.06
0 3.033
0 2.98
0 2.927
0 2.888
0 2.862
0 2.834
0 2.788
0 2.741
0 2.711
0 2.666
0 2.621
0 2.592
0 2.548
0 2.519
0 2.49
0 2.462
0 2.448
0 2.419
0 2.391
0 2.378
0.36 2.364
0.52 2.364
0.2 2.364
0 2.364
0.08 2.378
0.04 2.364
0 2.364
0.04 2.35
0.2 2.336
0.24 2.336
0.24 2.336
0.48 2.336
0.68 2.35
0.44 2.391
1.24 2.49
1.04 2.636
0.72 2.803
0.24 2.914
0.12 3.006
0.03 3.046
0.2 3.06
0.57 3.046
0.73 3.033
0.73 3.033
0.53 3.073
0.17 3.128
0.57 3.183
0.53 3.309
0.33 3.423
0.07 3.584
0.1 3.72
0.03 3.75
0.13 3.674
0 3.599
0 3.511
0.17 3.438
0.53 3.394
0.03 3.351
0 3.337
0 3.366
0 3.394
0 3.366
0.17 3.266
0.2 3.224
0.13 3.183
0 3.141
0 3.128
0 3.087
0 3.06
0 3.033
0 2.98
0 2.94
0 2.901
0 2.875
0 2.862
0 2.834
0 2.819
0 2.788
0 2.772
0 2.726
0 2.711
0.03 2.696
0 2.681
0.03 2.651
0 2.621
0 2.606
0 2.577
0 2.548
0 2.519
0 2.504
0 2.49
0 2.462
0 2.433
0 2.419
0 2.391
0 2.378
0 2.364
0 2.35
0 2.336
0 2.336
0 2.323
0 2.295
0.03 2.269
0 2.255
0 2.229
0 2.215
0 2.202
0.03 2.189
0 2.176
0 2.163
0.1 2.15
0.07 2.137
0.03 2.124
0 2.111
0.03 2.099
0.03 2.086
0 2.061
0.03 2.048
0 2.048
0 2.036
0 2.023
0 2.023
0 2.011
0.03 1.999
0 1.95
0 1.938
0 1.914
0 1.902
0.07 1.89
0.03 1.878
0 1.867
0 1.855
0 1.843
0 1.832
0 1.82
0 1.809
0 1.797
0 1.786
0 1.774
0 1.763
0 1.752
0 1.741
0 1.73
0 1.73
0 1.718
0 1.707
0 1.696
0 1.674
0 1.664
0 1.653
0 1.642
0 1.631
0 1.621
0 1.61
0 1.599
0 1.589
0 1.568
0 1.568
0 1.558
0 1.558
0 1.547
0 1.537
0 1.527
0 1.527
0 1.517
0 1.506
0 1.506
0 1.496
0 1.486
0 1.476
0 1.476
0 1.466
0 1.456
0 1.456
0 1.447
0 1.417
0 1.417
0 1.408
0 1.398
0 1.388
0 1.379
0 1.369
0 1.36
0 1.35
0 1.341
0 1.332
0 1.332
0 1.322
0 1.313
0 1.304
0 1.304
0 1.295
0 1.286
0 1.286
0 1.277
0 1.277
0 1.268
0 1.268
0 1.259
0 1.259
0 1.25
0 1.25
0 1.241
0 1.241
0 1.232
0 1.232
0 1.223
0 1.223
0.03 1.223
0 1.223
0 1.215
0 1.215
0 1.215
0 1.206
0.03 1.206
0 1.197
0.03 1.171
0.2 1.171
0.13 1.171
0.1 1.171
0.13 1.171
0.1 1.171
0.17 1.171
0 1.171
0 1.18
0 1.18
0 1.18
0.07 1.18
0.3 1.171
0.2 1.163
0.07 1.163
0 1.163
0 1.155
0 1.155
0 1.155
0 1.146
0 1.138
0 1.138
0 1.129
0 1.121
0 1.113
0 1.105
0 1.097
0 1.088
0 1.088
0 1.08
0 1.072
0 1.064
0 1.048
0 1.048
0 1.041
0 1.033
0 1.033
0 1.033
0 1.025
0.03 1.025
0.03 1.025
0 1.025
0 1.017
0 1.017
0 1.017
0 1.017
0 1.01
0 1.01
0 1.01
0 1.002
0 1.002
0 0.994
0 0.987
0 0.972
0 0.964
0 0.957
0 0.957
0 0.957
0.07 0.949
0 0.949
0 0.949
0 0.942
0 0.942
0 0.942
0 0.935
0 0.935
0 0.927
0 0.927
0 0.92
0 0.92
0 0.913
0 0.913
0 0.913
0 0.906
0 0.906
0 0.899
0 0.892
0 0.892
0 0.885
0 0.885
0 0.878
0 0.878
0 0.871
0 0.871
0 0.871
0 0.864
0 0.864
0 0.864
0 0.857
0 0.857
0 0.857
0 0.857
0 0.85
0 0.85
0.03 0.85
0.03 0.85
0 0.843
0 0.843
0.03 0.843
0 0.843
0.03 0.843
0.03 0.843
0 0.843
0.13 0.843
0.07 0.843
0.1 0.843
0.17 0.843
0.2 0.843
0.2 0.843
0.43 0.85
0.77 0.857
0.9 0.878
0.8 0.913
0.5 0.949
0.63 0.987
0.33 1.048
0.07 1.097
0 1.129
0 1.163
0 1.18
0 1.189
0 1.18
0.03 1.146
0 1.121
0 1.105
0 1.088
0 1.056
0 1.041
0 1.025
0.03 1.017
0.03 1.01
0.1 1.01
0.17 1.002
0.13 1.002
0.1 0.994
0.03 0.987
0.03 0.964
0 0.95
0 0.949
0 0.949
0 0.942
0 0.935
0 0.927
0 0.92
0 0.913
0 0.906
0 0.892
0 0.885
0 0.885
0 0.878
0 0.871
0 0.871
0 0.864
0 0.857
0 0.857
0 0.85
0 0.85
0 0.843
0 0.843
0 0.843
0 0.843
0 0.836
0 0.836
0 0.836
0 0.83
0 0.83
0 0.823
0.1 0.823
0.07 0.823
0.3 0.823
0.37 0.823
0.33 0.83
0.37 0.836
0.6 0.857
0.33 0.871
0.03 0.899
0.13 0.92
0.1 0.942
0.07 0.949
0.2 0.957
0.4 0.964
0.23 0.964
0.2 0.964
0.03 0.964
0.17 0.972
0.2 0.972
0.2 1.01
0.2 1.025
0.03 1.056
0.2 1.072
0.17 1.08
0.07 1.088
0.1 1.097
0.1 1.097
0.17 1.097
0.17 1.097
0.17 1.105
0.03 1.113
0.57 1.121
0.3 1.138
0.23 1.163
0.2 1.18
0.8 1.215
0.47 1.277
0.73 1.36
0.6 1.447
0.6 1.537
0.73 1.653
1.07 1.797
0.53 1.962
0.2 2.15
0.2 2.282
0.23 2.364
0 2.391
0 2.364
0 2.323
0 2.255
0 2.163
0 2.086
0 2.036
0 1.926
0 1.878
0 1.82
0 1.774
0.23 1.752
0 1.707
0 1.674
0 1.653
0.03 1.631
0.07 1.599
0.47 1.589
0 1.578
0.1 1.568
0 1.547
0 1.537
0.17 1.527
0.07 1.517
0.03 1.506
0.23 1.496
0.27 1.496
0.17 1.496
0.67 1.496
0.5 1.517
0.07 1.547
0.33 1.568
0 1.589
0 1.599
0.03 1.599
0.03 1.599
0.1 1.599
0.03 1.599
0 1.599
0.07 1.589
0.1 1.578
0 1.568
0.23 1.568
0.23 1.558
0 1.558
0 1.547
0 1.547
0.23 1.537
0.57 1.558
1 1.589
1.07 1.674
1.03 1.797
1.3 1.986
1.1 2.378
1.33 3.006
2 3.781
1.2 4.739
1.3 5.896
0.63 6.523
1.2 6.829
1.87 7.515
2.63 9.011
2.6 11.274
1.56 14.068
1.2 15.722
1.2 15.946
1.12 15.279
0.4 14.737
0.6 13.791
1.28 12.591
0.16 12.142
0 11.859
0 10.885
0 10.047
0.04 9.548
0.16 8.802
0 8.418
0.08 7.946
0 7.705
0 7.305
0 7.144
0 6.874
0.16 6.697
0.68 6.588
0.52 6.588
1.04 6.763
0.64 6.896
0.32 6.941
0.08 6.829
0.04 6.653
0 6.373
0 6.184
0.44 6.08
0.28 6.059
0.04 5.896
0 5.735
0 5.617
0 5.441
0 5.308
0 5.176
0 5.101
0 5.046
0.24 4.918
0.32 4.9
0 4.828
0.04 4.757
0.04 4.687
0 4.617
0 4.53
0 4.428
0 4.343
0 4.277
0 4.227
0 4.178
0.04 4.096
0.12 4.048
0.08 4.016
0.04 3.984
0.4 3.937
0.52 3.937
0.2 3.953
0.12 3.968
0.12 3.968
0.04 3.953
0 3.905
0.2 3.858
0.44 3.827
0.88 3.874
0.76 4
0.44 4.129
0.2 4.161
0 4.113
0 4.032
0 3.905
0.08 3.843
0.56 3.827
0.92 3.89
1.24 4.113
0.48 4.377
0.36 4.53
0.24 4.599
0.76 4.651
0.44 4.775
0.44 4.882
0.12 4.936
0.48 4.918
0.68 4.973
0.56 5.083
0.36 5.289
0.04 5.441
0.2 5.461
0.24 5.365
0.28 5.365
0.12 5.346
0 5.251
0 5.12
0 5.064
0 4.864
0 4.739
0.12 4.651
0.08 4.582
0.12 4.496
0.28 4.479
0.08 4.462
0 4.445
0 4.411
0 4.377
0 4.36
0 4.327
0.08 4.277
0.12 4.26
0.2 4.227
0.04 4.211
0.04 4.129
0 4.064
0 4.032
0 3.968
0.08 3.921
0.2 3.89
0.04 3.874
0 3.858
0 3.827
0 3.796
0 3.766
0.04 3.689
0 3.659
0.12 3.629
0.08 3.614
0.04 3.584
0.16 3.57
0 3.555
0.04 3.525
0.2 3.511
0.44 3.496
0.6 3.511
0.4 3.57
0.48 3.659
0.4 3.75
0.44 3.874
1.04 4.096
1.96 4.582
2.6 5.916
2.8 8.443
2.04 11.672
0.6 13.283
0.2 13.485
0.32 12.429
0.56 11.58
0.56 10.562
0.24 10.504
0.48 10.019
0.36 9.851
0.24 9.575
0.32 9.038
0.56 8.932
0.2 8.57
0.2 8.342
0.48 8.093
0.44 8.118
0.4 8.217
0.16 8.242
0.2 8.192
0.16 8.118
0.08 7.971
0.32 7.849
0.24 7.729
0.16 7.468
0.24 7.305
0.16 7.19
0.08 6.941
0.24 6.807
0.04 6.653
0.32 6.588
0.16 6.437
0.28 6.373
0.32 6.331
0.36 6.352
0.52 6.331
0.28 6.331
0.04 6.289
0.16 6.184
0.04 6.08
0.04 5.957
0.16 5.856
0.72 5.795
1.72 5.977
1.84 6.523
1.64 7.468
1.56 8.828
1.96 10.533
1.44 12.142
0.64 12.983
0.28 13.017
0.52 12.852
1.84 12.885
1.76 13.553
1.92 15.243
1.48 18.013
1.16 19.848
1.36 23.095
2.24 22.486
0.72 23.001
0.08 24.588
0 23.142
0.2 20.325
0.76 18.958
0.44 17.254
0.12 15.833
0.12 15.316
0.4 14.701
0.24 14.347
0 13.757
0 13.116
0.2 12.688
0.44 12.269
0 12.11
0 11.953
0.12 11.58
0.4 11.274
0.28 11.064
0.72 10.856
0.12 10.621
0.28 10.331
0 9.935
0 9.63
0.28 9.331
1.24 9.439
0.2 9.575
0.04 9.277
0.44 9.011
0.44 8.932
0.36 8.88
0.48 8.932
0.32 8.932
0.2 8.75
1.12 8.724
3.2 9.575
3.56 12.301
2.36 15.499
0.28 16.824
0 16.059
0.2 14.737
0.2 13.485
0.08 12.526
0 11.672
0.08 11.154
0.32 10.708
0.12 10.36
0.24 10.019
0.6 9.823
0.04 9.657
0.12 9.575
0.44 9.412
0.12 9.331
0 9.143
0.04 8.932
0.04 8.647
1 8.519
0.96 8.596
0.2 8.673
0.84 8.698
0.6 8.802
0.12 8.906
0.08 8.854
0.12 8.776
0.2 8.647
0 8.418
0.04 8.192
0 7.922
0 7.729
0 7.421
0.6 7.259
0.8 7.236
0.28 7.236
0.44 7.19
0.36 7.167
0.28 7.144
0.32 7.144
1.04 7.19
0.68 7.61
0.4 7.898
0.28 8.044
0.56 8.118
0.56 8.192
0.2 8.242
0.08 8.242
0.08 8.168
0.24 7.995
0.28 7.873
0.32 7.801
0.28 7.729
0.56 7.681
0.08 7.539
0.08 7.351
0.04 7.167
0.04 6.963
0.08 6.829
0.36 6.719
1 6.697
1.16 6.852
0.48 7.076
0.24 7.167
0.04 7.144
0.12 7.008
0 6.829
0.04 6.653
0.2 6.588
0.16 6.502
0.56 6.416
0.92 6.502
0.16 6.61
0 6.545
0 6.395
0.04 6.247
0 6.121
0 5.977
0 5.835
0 5.735
0 5.617
0 5.558
0 5.422
0 5.327
0 5.251
0 5.157
0 5.12
0 5.064
0 4.918
0 4.864
0 4.793
0 4.739
0 4.687
0.24 4.651
0.2 4.634
0.08 4.617
0.68 4.599
0.48 4.582
0.16 4.599
0 4.582
0 4.479
0 4.394
0 4.327
0 4.26
0 4.227
0 4.194
0 4.113
0 4.08
0 4.032
0 3.984
0 3.937
0 3.89
0 3.858
0 3.827
0 3.796
0 3.766
0 3.689
0 3.644
0 3.614
0 3.57
0 3.54
0 3.496
0 3.467
0 3.452
0 3.438
0 3.409
0 3.394
0 3.309
0 3.28
0 3.252
0 3.224
0 3.183
0 3.155
0 3.128
0 3.1
0 3.087
0 3.073
0 3.06
0 3.006
0 2.98
0 2.953
0 2.927
0 2.901
0 2.888
0 2.862
0 2.85
0 2.819
0 2.788
0 2.757
0.05 2.741
0.1 2.726
0.2 2.726
0.1 2.711
0.3 2.696
0.15 2.696
0.1 2.696
0.3 2.696
0.5 2.696
0.7 2.726
0.45 2.819
0.4 2.888
0.15 2.94
0.05 2.966
0 2.98
0 2.98
0 2.94
0 2.901
0 2.875
0 2.834
0 2.788
0 2.741
0 2.711
0 2.636
0 2.606
0 2.548
0.15 2.519
0.1 2.504
0.95 2.519
0.55 2.592
0.3 2.651
0 2.651
0 2.636
0 2.592
0 2.548
0 2.504
0 2.462
0.05 2.419
0.25 2.405
0.65 2.391
0.15 2.405
0 2.405
0 2.405
0 2.391
0 2.378
0 2.364
0 2.35
0 2.295
0 2.282
0 2.255
0 2.229
0 2.215
0 2.189
0 2.176
0 2.163
0 2.15
0.1 2.137
0 2.124
0.25 2.111
1.6 2.137
1.05 2.189
0.9 2.323
0.05 2.49
0.5 2.681
1.85 2.85
2 3.02
0.55 3.294
0.3 3.57
0.25 3.705
0.05 3.705
0 3.599
0 3.481
0 3.409
0 3.266
0 3.155
0 3.087
0 2.993
0 2.914
0 2.862
0 2.803
0 2.726
0 2.666
0 2.606
0 2.548
0 2.504
0 2.462
0 2.419
0 2.391
0 2.378
0 2.364
0 2.35
0 2.309
0 2.295
0 2.282
0 2.269
0.05 2.255
0.1 2.242
0.15 2.242
0.05 2.242
0.05 2.242
0.15 2.242
0.3 2.255
0 2.282
0.15 2.309
0 2.323
0 2.35
0 2.364
0 2.364
0 2.364
0 2.364
0.85 2.364
1.1 2.405
1.2 2.548
1.7 2.834
1.65 3.169
2 3.766
1.6 4.846
1.75 6.373
1.65 7.995
2 9.795
2.4 11.859
2.95 14.242
2 16.059
1.45 17.372
0.95 17.651
0.5 16.669
0.1 15.17
0 13.689
0 12.623
0 11.518
0.05 10.708
0 10.019
0 9.412
0 8.959
0 8.596
0 8.317
0 7.995
0 7.777
0 7.492
0 7.213
0 7.076
0 6.807
0 6.675
0 6.566
0 6.373
0 6.247
0 6.101
0 5.957
0 5.835
0 5.715
0 5.617
0 5.538
0 5.384
0 5.27
0 5.176
0 5.12
0 5.064
0 4.918
0 4.828
0 4.757
0 4.704
0 4.651
0 4.599
0 4.496
0.05 4.428
1.3 4.428
0.35 4.547
0.45 4.634
0.3 4.722
0.45 4.775
0.55 4.828
1 4.955
1.05 5.213
0.65 5.636
0.75 5.957
1 6.142
1.25 6.416
1.1 6.874
0.8 7.445
0.65 8.02
0.9 8.367
0.7 8.519
0.05 8.519
0 8.317
0 7.898
0 7.398
0 6.941
0 6.588
0 6.247
0 5.977
0 5.715
0 5.558
0 5.346
0 5.213
0 5.12
0 5.046
0 4.882
0 4.793
0 4.687
0 4.634
0 4.599
0 4.513
0 4.428
0 4.377
0 4.327
0 4.293
0 4.243
0 4.194
0 4.178
0 4.145
0 4.064
